Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,12405 Northwest 39th Avenue,X60
36-820020-3-beechcraft-95-55b-nose-gear-assy,36-820020-3 | BEECHCRAFT 95-55B | Nose Gear Assy,Title,Default Title,,,,,N7453N--36-820020-3--ZFMDHC,,,1,not stocked
96-440010-11-beechcraft-95-55b-vertical-fairing-skin-lh,96-440010-11 | BEECHCRAFT 95-55B | Vertical Fairing Skin - LH,Title,Default Title,,,,,N7453N--96-440010-11--F570ZH,,,1,not stocked
96-440010-12-beechcraft-95-55b-vertical-fairing-skin-rh,96-440010-12 | BEECHCRAFT 95-55B | Vertical Fairing Skin - RH,Title,Default Title,,,,,N7453N--96-440010-12--QIIAOD,,,1,not stocked
95-810002-618-beechcraft-95-55b-gear-assy-main-rh,95-810002-618 | BEECHCRAFT 95-55B | Gear Assy Main - RH,Title,Default Title,,,,,N7453N--95-810002-618--RXSSFI,,,1,not stocked
35-815155-610-beechcraft-95-55b-main-gear-retract-brace-assy-lh,35-815155-610 | BEECHCRAFT 95-55B | Main Gear Retract Brace Assy - LH,Title,Default Title,,,,,N7453N--35-815155-610--IIDZJA,,,1,not stocked
95-810002-613-beechcraft-95-55b-gear-assy-main-lh,95-810002-613 | BEECHCRAFT 95-55B | Gear Assy Main - LH,Title,Default Title,,,,,N7453N--95-810002-613--DAOIJR,,,1,not stocked
w31x2m1g2-tyco-electronics-w31-series-piper-pa-24-250-circuit-breaker-2-amps,W31X2M1G2 | Tyco Electronics W31 Series | PIPER PA-24-250 | Circuit  Breaker 2 AMPS,Title,Default Title,,,,,N7531P--W31X2M1G2--RAXYHR,,,1,not stocked
7277-2-15-klixon-7274-2-piper-pa-24-250-circuit-breaker-15-amp,7277-2-15 | klixon 7274-2 | PIPER PA-24-250 | Circuit Breaker 15 AMP,Title,Default Title,,,,,N7531P--7277-2-15--QFKJUO,,,1,not stocked
7277-2-10-klixon-7274-2-piper-pa-24-250-circuit-breaker-10-amp-price-per-each,7277-2-10 | klixon 7274-2 | PIPER PA-24-250 | Circuit Breaker 10 AMP - Price per each,Title,Default Title,,,,,N7531P--7277-2-10--WBH2IP,,,0,not stocked
7277-2-7-5-klixon-7274-2-piper-pa-24-250-circuit-breaker-7-5-amp-price-for-each,7277-2-7.5 | klixon 7274-2 | PIPER PA-24-250 | Circuit Breaker 7.5 AMP - Price for Each,Title,Default Title,,,,,N7531P--7277-2-7.5--CWRTAE,,,2,not stocked
7277-2-1-klixon-7274-2-piper-pa-24-250-circuit-breaker-1-amp-price-for-each,"7277-2-1 | klixon 7274-2 | PIPER PA-24-250 | Circuit Breaker, 1 AMP - Price for Each",Title,Default Title,,,,,N7531P--7277-2-1--LIFMH1,,,0,not stocked
7277-2-4-klixon-7274-2-piper-pa-24-250-circuit-breaker-4-amp,7277-2-4 | klixon 7274-2 | PIPER PA-24-250 | Circuit Breaker - 4 AMP,Title,Default Title,,,,,N7531P--7277-2-4--C2QDW4,,,1,not stocked
7277-2-2-klixon-7274-2-piper-pa-24-250-circuit-breaker-2-amp-price-per-each,7277-2-2 | klixon 7274-2 | PIPER PA-24-250 | Circuit Breaker 2 AMP - Price per Each,Title,Default Title,,,,,N7531P--7277-2-2--GRPNEY,,,0,not stocked
ms35059-22-piper-pa-24-250-toggle-switch,MS35059-22 | PIPER PA-24-250 | Toggle Switch,Title,Default Title,,,,,N7531P--MS35059-22--8UUAUK,,,1,not stocked
40043-continental-o-300-d-cessna-172f-engine-mount-forward-rh,40043 | Continental O-300-D | Cessna 172F | Engine Mount Forward RH,Title,Default Title,,,,,N8306U--40043--PG1ZRU,,,1,not stocked
40044-continental-o-300-d-cessna-172f-engine-mount-bracket-right-rear,40044 | Continental O-300-D | Cessna 172F | Engine Mount Bracket Right Rear,Title,Default Title,,,,,N8306U--40044--US7VJ2,,,1,not stocked
530163-continental-o-300-d-cessna-172f-push-rod-housing-flange-set-of-6,530163 | Continental O-300-D | Cessna 172F | Push-Rod Housing Flange - Set of 6,Title,Default Title,,,,,N8306U--530163--A9NTQQ,,,1,not stocked
40043-continental-o-300-d-cessna-172f-engine-mount-aft-lh,40043 | Continental O-300-D | Cessna 172F | Engine Mount Aft LH,Title,Default Title,,,,,N8306U--40043--MNG17U,,,1,not stocked
40044-continental-o-300-d-cessna-172f-engine-mount-bracket-left-front,40044 | Continental O-300-D | Cessna 172F | Engine Mount Bracket  Left Front,Title,Default Title,,,,,N8306U--40044--MN6NGJ,,,1,not stocked
530007-continental-o-300-c-145-cessna-172f-engine-accessory-case,530007 | Continental O-300 C-145 | Cessna 172F | Engine Accessory Case,Title,Default Title,,,,,N8306U--530007--R76UB1,,,1,not stocked
530836-continental-o-300-d-cessna-172f-crankcase,530836 | Continental O-300-D | Cessna 172F | Crankcase,Title,Default Title,,,,,N8306U--530836--T9RG4X,,,1,not stocked
626594-continental-o-300-d-cessna-172f-oil-filler-cap-body,626594 | Continental O-300-D | Cessna 172F | Oil Filler Cap Body,Title,Default Title,,,,,N8306U--626594--ZMISZM,,,1,not stocked
530763-continental-o-300-d-cessna-172f-oil-pan-sump,530763 | Continental O-300-D | Cessna 172F | Oil Pan Sump,Title,Default Title,,,,,N8306U--530763--6TQ165,,,0,not stocked
23403-35343-23410-continental-c125-c145-o300-cessna-172f-oil-pump-kit,"23403, 35343, 23410 | Continental C125, C145 & O300 | Cessna 172F | Oil Pump Kit",Title,Default Title,,,,,"N8306U--23403,-35343,-23410--55Z10J",,,1,not stocked
532432-continental-o-300-d-cessna-172f-plug-sold-as-a-set-of-2,532432 | Continental O-300-D | Cessna 172F | Plug Sold as a set of 2,Title,Default Title,,,,,N8306U--532432--GRZHZX,,,0,not stocked
530003-continental-o-300-d-cessna-172f-screen-assy-oil-pressure,530003 | Continental O-300-D | Cessna 172F | Screen Assy Oil Pressure,Title,Default Title,,,,,N8306U--530003--LB1AUK,,,1,not stocked
653986-continental-o-300-d-cessna-172f-oil-screen-with-2265-hex-plug,653986 | Continental O-300-D | Cessna 172F | Oil Screen with 2265 Hex Plug,Title,Default Title,,,,,N8306U--653986--ISSA33,,,0,not stocked
641074-631687-649215-continental-o-300-d-cessna-172f-oil-pressure-relief-valve-assy-641074-with-631687-spring-649215-plug,"641074, 631687, 649215 | Continental O-300-D | Cessna 172F | Oil Pressure Relief Valve Assy 641074 with 631687 Spring & 649215 Plug",Title,Default Title,,,,,"N8306U--641074,-631687,-649215--KOUVAA",,,1,not stocked
664-530603-continental-c125-c145-o300-cessna-172f-slick-magneto-with-gear,"664, 530603 | Continental C125, C145 & O300 | Cessna 172F | Slick Magneto With Gear",Title,Default Title,,,,,"N8306U--664,-530603--N50DO6",,,0,not stocked
96392-004-piper-pa28-161-heated-pitot-tube-assembly-1,96392-004 | Piper PA28-161 | Heated Pitot Tube Assembly,Title,Default Title,,,,,N3054L--96392-004--VLMKPX,,,0,not stocked
20-0146-grimes-beechcraft-c23-sundowner-aircraft-instrument-post-light-with-red-lens-12-volts,20-0146 | GRIMES | Beechcraft C23 SUNDOWNER | Aircraft Instrument Post Light With Red Lens - 12 Volts,Title,Default Title,,,,,N1945L--20-0146--EDNL3M,,,0,not stocked
o-360-a4j-parker-beechcraft-c23-sundowner-engine-hose-set-of-8,O-360-A4J | Parker | Beechcraft C23 SUNDOWNER | Engine Hose Set of 8,Title,Default Title,,,,,N1945L--O-360-A4J--GGKFYS,,,1,not stocked
0526001-2-cessna-172-fuel-drain-vave-set-of-2,0526001-2 | Cessna 172 | Fuel Drain Vave Set of 2,Title,Default Title,,,,,N6340E--0526001-2--6IO4OK,,,1,not stocked
0422130-cessna-172-fuel-tank-strainer-finger-screen,0422130 | Cessna 172 | Fuel Tank Strainer (Finger Screen),Title,Default Title,,,,,N6340E--0422130--X87TYP,,,1,not stocked
0423542-6-cessna-172-bracket-assy-landing-light-with-led-light,0423542-6 | Cessna 172 | Bracket Assy Landing Light With LED light,Title,Default Title,,,,,N6340E--0423542-6--QJGJEM,,,1,not stocked
0423542-6-cessna-172-bracket-assy-landing-light-with-led-light-1,0423542-6 | Cessna 172 | Bracket Assy Landing Light With LED light,Title,Default Title,,,,,N6340E--0423542-6--FGEMPB,,,1,not stocked
0531001-13-cessna-172-vertical-fin-dorsal-assembly,0531001-13 | Cessna 172 | Vertical Fin & Dorsal Assembly,Title,Default Title,,,,,N6340E--0531001-13--HEDZ1O,,,1,not stocked
0511237-1-0511238-1-cessna-172-upper-cabin-door-forward-aft-hinge-lh,"0511237-1, 0511238-1 | Cessna 172 | Upper Cabin Door Forward & Aft Hinge LH",Title,Default Title,,,,,"N6340E--0511237-1,-0511238-1--VCY8Y1",,,1,not stocked
0511280-3-cessna-172-cabin-door-lower-hinge-assembly-lh,0511280-3 | Cessna 172 | Cabin Door Lower Hinge Assembly LH,Title,Default Title,,,,,N6340E--0511280-3--JEZJ0F,,,1,not stocked
0511112-17-cessna-172-cabin-door-latch-assembly-has-repair,"0511112-17 | Cessna 172 | Cabin Door Latch Assembly ""Has Repair""",Title,Default Title,,,,,N6340E--0511112-17--UJFXND,,,0,not stocked
0511112-17-cessna-172-cabin-door-latch-assembly-has-repair-1,"0511112-17 | Cessna 172 | Cabin Door Latch Assembly ""Has Repair""",Title,Default Title,,,,,N6340E--0511112-17--VN676U,,,0,not stocked
0411590-1-cessna-172-cabin-door-thumb-latch-assy-no-nob,"0411590-1 | Cessna 172 | Cabin Door Thumb Latch Assy ""No Nob""",Title,Default Title,,,,,N6340E--0411590-1--Q88VWT,,,1,not stocked
0511280-2-0511237-2-cessna-172-cabin-door-hinge-assembly-upper-rh,"0511280-2, 0511237-2 | Cessna 172 | Cabin Door Hinge Assembly Upper RH",Title,Default Title,,,,,"N6340E--0511280-2,-0511237-2--COXYP1",,,1,not stocked
0511280-4-cessna-172-cabin-door-hinge-assembly-lower-rh-w-pin,0511280-4 | Cessna 172 | Cabin Door Hinge Assembly Lower RH W/ Pin,Title,Default Title,,,,,N6340E--0511280-4--ZC1BER,,,1,not stocked
0711027-1-cessna-172-inside-cabin-door-handle-lh-or-rh,0711027-1 | Cessna 172 | Inside Cabin Door Handle LH or RH,Title,Default Title,,,,,N6340E--0711027-1--HIJ9YF,,,1,not stocked
0711027-1-cessna-172-inside-cabin-door-handle-lh-or-rh-1,0711027-1 | Cessna 172 | Inside Cabin Door Handle LH or RH,Title,Default Title,,,,,N6340E--0711027-1--6XFOBR,,,0,not stocked
0511227-7-0413195-3-cessna-172-cabin-door-handle-plate-assembly-with-shaft-lh,"0511227-7, 0413195-3 | Cessna 172 | Cabin Door Handle Plate Assembly with Shaft LH",Title,Default Title,,,,,"N6340E--0511227-7,-0413195-3--LQ4L1I",,,1,not stocked
0511227-6-cessna-172-cabin-door-handle-shaft-rh,0511227-6 | Cessna 172 | Cabin Door Handle Shaft RH,Title,Default Title,,,,,N6340E--0511227-6--ILBO74,,,1,not stocked
011-00882-10-garmin-gdc-74a-piper-pa-24-250-air-data-unit-with-tray-connector-14-28v,011-00882-10 | Garmin GDC-74A | PIPER PA-24-250 | Air Data Unit with Tray & Connector (14-28V),Title,Default Title,,,,,N7531P--011-00882-10--CECY2N,,,1,not stocked
011-00868-10-garmin-grs-77-piper-pa-24-250-altitude-heading-reference-unit-with-mount-14-28v,"011-00868-10 | Garmin GRS-77 | PIPER PA-24-250 | Altitude Heading Reference Unit with Mount (14, 28V)",Title,Default Title,,,,,N7531P--011-00868-10--S9Z7CI,,,1,not stocked
r1224-plane-power-ov16v-piper-pa-24-250-alternator-voltage-regulator-volts-14,R1224 | Plane Power OV16V | PIPER PA-24-250 | Alternator Voltage Regulator (Volts: 14),Title,Default Title,,,,,N7531P--R1224--VZJJQJ,,,0,not stocked
011-02369-00-garmin-gdl-88-piper-pa-24-250-transceiver-with-dual-link-ads-b-in-out-tray-bracket,011-02369-00 | Garmin GDL-88 | PIPER PA-24-250 | Transceiver with Dual Link ADS-B in / Out Tray & Bracket,Title,Default Title,,,,,N7531P--011-02369-00--PHRTV1,,,0,not stocked
011-03257-40-garmin-flight-stream-210-with-connector-piper-pa-24-250-gps-and-weather-streaming-to-mobile-devices,011-03257-40 | Garmin Flight Stream 210 With Connector | PIPER PA-24-250 | GPS and Weather Streaming to Mobile Devices,Title,Default Title,,,,,N7531P--011-03257-40--XXUXNR,,,0,not stocked
011-00870-00-garmin-gmu-44-piper-pa-24-250-magnetometer-assembly,011-00870-00 | Garmin GMU-44 | PIPER PA-24-250 | Magnetometer Assembly,Title,Default Title,,,,,N7531P--011-00870-00--KVPTSJ,,,1,not stocked
bfa-54-1000-fields-aerocessories-piper-pa-24-250-door-seal-compressor-12-24v,BFA 54-1000 | Fields Aerocessories | PIPER PA-24-250 | Door Seal Compressor - 12-24V,Title,Default Title,,,,,N7531P--BFA-54-1000--JSPKNL,,,0,not stocked
319-319-piper-pa-24-250-warning-horn-assembly-volts-12,319 | 319 | PIPER PA-24-250 | Warning Horn Assembly (Volts: 12),Title,Default Title,,,,,N7531P--319--KBLRNY,,,1,not stocked
011-00978-00-garmin-gtp-59-piper-pa-24-250-oat-probe,011-00978-00 | Garmin GTP 59 | PIPER PA-24-250 | OAT Probe,Title,Default Title,,,,,N7531P--011-00978-00--E5OJG4,,,0,not stocked
w31x2m1g10-tyco-electronics-w31-series-piper-pa-24-250-circuit-breaker-10-amps-price-per-each,"W31X2M1G10 | Tyco Electronics W31 Series | PIPER PA-24-250 | Circuit Breaker – 10 Amps, Price per Each",Title,Default Title,,,,,N7531P--W31X2M1G10--MVANDQ,,,0,not stocked
w31x2m1g5-tyco-electronics-w31-series-piper-pa-24-250-circuit-breaker-5-amps-price-per-each,"W31X2M1G5 | Tyco Electronics W31 Series | PIPER PA-24-250 | Circuit Breaker – 5 Amps, Price per Each",Title,Default Title,,,,,N7531P--W31X2M1G5--TWC7AO,,,1,not stocked
w31x2m1g40-tyco-electronics-w31-series-piper-pa-24-250-circuit-breaker-40-amps,W31X2M1G40 | Tyco Electronics W31 Series | PIPER PA-24-250 | Circuit  Breaker - 40 Amps,Title,Default Title,,,,,N7531P--W31X2M1G40--2GWJZA,,,1,not stocked
w31x2m1g15-tyco-electronics-w31-series-piper-pa-24-250-circuit-breaker-15-amps,W31X2M1G15 | Tyco Electronics W31 Series | PIPER PA-24-250 | Circuit  Breaker - 15 Amps,Title,Default Title,,,,,N7531P--W31X2M1G15--J2P8DE,,,1,not stocked
w31x2m1g7-5-tyco-electronics-w31-series-piper-pa-24-250-circuit-breaker-7-5-amps,W31X2M1G7.5 | Tyco Electronics W31 Series | PIPER PA-24-250 | Circuit  Breaker - 7.5 Amps,Title,Default Title,,,,,N7531P--W31X2M1G7.5--FM7JDX,,,1,not stocked
w23-x1a1g-30-tyco-electronics-w23-series-piper-pa-24-250-circuit-breaker-30-amps,W23-X1A1G-30 | Tyco Electronics W23 Series | PIPER PA-24-250 | Circuit  Breaker - 30 Amps,Title,Default Title,,,,,N7531P--W23-X1A1G-30--BYVWOJ,,,1,not stocked
w23-x1a1g-50-tyco-electronics-w23-series-piper-pa-24-250-circuit-breaker-50-amps-price-per-each,"W23-X1A1G-50 | Tyco Electronics W23 Series | PIPER PA-24-250 | Circuit Breaker – 50 Amps, Price per Each",Title,Default Title,,,,,N7531P--W23-X1A1G-50--N9HDFR,,,1,not stocked
lw-12417-lycoming-o-320-american-gruman-a1a-cylinder,LW-12417 | Lycoming O-320 | American Gruman A1A | Cylinder,Title,Default Title,,,,,N5774L--LW-12417--QZZILE,,,1,not stocked
lw-12417-lycoming-o-320-american-gruman-a1a-cylinder-1,LW-12417 | Lycoming O-320 | American Gruman A1A | Cylinder,Title,Default Title,,,,,N5774L--LW-12417--2MLMKQ,,,1,not stocked
lw-12417-lycoming-o-320-american-gruman-a1a-cylinder-2,LW-12417 | Lycoming O-320 | American Gruman A1A | Cylinder,Title,Default Title,,,,,N5774L--LW-12417--NCW1OV,,,0,not stocked
21a21533-04-lycoming-0-320-e2a-american-gruman-a1a-housing-assy-accessory,21A21533-04 | Lycoming 0-320-E2A | American Gruman A1A | Housing Assy Accessory,Title,Default Title,,,,,N5774L--21A21533-04--G21JQ9,,,1,not stocked
63964-000-piper-pa28-140-engine-control-support-assy-1,63964-000 | PIPER PA28-140 | Engine Control Support Assy,Title,Default Title,,,,,N7470R--63964-000--JNPYMN,,,1,not stocked
door-panel-piper-pa-28-235-door-panel,Door panel | Piper Pa-28-235 | Door Panel,Title,Default Title,,,,,DOOR-PANEL--ILRGQZ,,,1,not stocked
459-441-piper-pa-28-cabin-door-handle-escutheon-assembly,459-441 | Piper Pa-28 | Cabin Door Handle Escutheon Assembly,Title,Default Title,,,,,459-441--NJZUM5,,,0,not stocked
uav-1001856-002-uavionix-piper-pa28-161-skybeacon-ads-b-out-transmitter-mod-7-red-led,"UAV-1001856-002 | UAvionix | Piper PA28-161 | SkyBeacon ADS-B Out Transmitter, Mod 7 (Red LED)",Title,Default Title,,,,,N3054L--UAV-1001856-002--OXLHX8,,,0,not stocked
66m21195-lycoming-o-320-piper-pa28-161-magneto-clamp-set-of-3,66M21195 | Lycoming O-320 | Piper PA28-161 | Magneto Clamp - Set of 2,Title,Default Title,,,,,N3054L--66M21195--C5SPBU,,,1,not stocked
35-534152-beechcraft-f35-bonanza-aft-seat-assy-core,35-534152 | BEECHCRAFT F35 | Bonanza Aft Seat Assy-Core,Title,Default Title,,,,,N120WM--35-534152--OTIB54,,,1,not stocked
99359-000-99358-000-piper-pa28-140-rear-seat-assembly-set,"99359-000, 99358-000 | PIPER PA28-140 | Rear Seat Assembly Set.",Title,Default Title,,,,,"N1700T--99359-000,-99358-000--QWWKNR",,,1,not stocked
99044-003-piper-pa28-140-stack-assy-rear-rh-1,99044-003 | PIPER PA28-140 | Stack Assy Rear RH,Title,Default Title,,,,,N1700T--99044-003--ER1LA0,,,0,not stocked
ci-121sp-comant-industries-inc-beechcraft-c23-sundowner-loran-c-antena,CI-121SP | Comant Industries Inc | Beechcraft C23 SUNDOWNER | Loran C Antena,Title,Default Title,,,,,N1945L--CI-121SP--DZPBDC,,,1,not stocked
h2532-15-beechcraft-c23-sundowner-interior-door-latch-assembly,H2532-15 | Beechcraft C23 SUNDOWNER | Interior Door Latch Assembly,Title,Default Title,,,,,N1945L--H2532-15--2MS4QV,,,1,not stocked
169-380084-9-beechcraft-c23-sundowner-throttle-control-cable-assy-45,"169-380084-9 | Beechcraft C23 SUNDOWNER | Throttle Control Cable Assy 45""",Title,Default Title,,,,,N1945L--169-380084-9--MNTEH6,,,1,not stocked
169-940018-1-beechcraft-c23-sundowner-control-lock-handle-1,169-940018-1 | Beechcraft C23 SUNDOWNER | Control Lock Handle,Title,Default Title,,,,,N1945L--169-940018-1--46CGZA,,,1,not stocked
h2532-5-hartwell-beechcraft-c23-sundowner-cabin-door-latch-base-assy-lh,H2532-5 | Hartwell | Beechcraft C23 SUNDOWNER | Cabin Door Latch Base Assy LH,Title,Default Title,,,,,N1945L--H2532-5--JRUV0R,,,1,not stocked
169-530001-331-beechcraft-c23-sundowner-cover-pedastal-skirt,169-530001-331 | Beechcraft C23 SUNDOWNER | Cover - Pedastal Skirt,Title,Default Title,,,,,N1945L--169-530001-331--EEZ2P3,,,1,not stocked
0513158-13-cessna-172-instrument-panel-cover,0513158-13 | Cessna 172 | Instrument Panel Cover,Title,Default Title,,,,,N6340E--0513158-13--D1VJDW,,,1,not stocked
j12m20sp-jasco-skytronics-cessna-172-aircraft-alternator-voltage-controller-12v,J12M20SP | Jasco Skytronics | Cessna 172 | Aircraft Alternator voltage controller 12V,Title,Default Title,,,,,N6340E--J12M20SP--HXRXZ4,,,1,not stocked
0511137-12-cessna-172-doorpost-cover-rh-with-led-map-light,0511137-12 | Cessna 172 | Doorpost Cover RH With LED Map light.,Title,Default Title,,,,,N6340E--0511137-12--WRXT2J,,,1,not stocked
0511137-13-cessna-172-doorpost-cover-lh-with-led-map-light,0511137-13 | Cessna 172 | Doorpost Cover LH With LED Map light.,Title,Default Title,,,,,N6340E--0511137-13--SOOLOP,,,1,not stocked
0513127-5-cessna-172-control-wheel-worn-diameter-1-75-length-16-5,"0513127-5 | Cessna 172 | Control Wheel (Worn) (Diameter: 1.75”, Length: 16.5”)",Title,Default Title,,,,,N6340E--0513127-5--DIYZUO,,,1,not stocked
85094-honeywell-cessna-172-hobbs-hour-meter-indicator-volts-12-60,85094 | Honeywell | Cessna 172 | Hobbs Hour Meter Indicator (Volts: 12-60),Title,Default Title,,,,,N6340E--85094--XXIOTY,,,0,not stocked
7274-2-7277-2-klixon-7274-2-cessna-172-circuit-breaker-1-2-5-3-5-7-5-15-amp-combo,"7274-2, 7277-2 | klixon 7274-2 | Cessna 172 | Circuit Breaker 1, 2.5, 3, 5, 7.5, 15  AMP combo",Title,Default Title,,,,,"N6340E--7274-2,-7277-2--P77C6A",,,1,not stocked
ak-350-ameri-king-ak-350-cessna-172-altitude-encoder-reporter,AK-350 | Ameri-King AK-350 | Cessna 172 | Altitude Encoder (Reporter),Title,Default Title,,,,,N6340E--AK-350--OCOEYB,,,1,not stocked
0513127-5-cessna-172-control-wheel-worn-diameter-1-75-length-16-6,"0513127-5 | Cessna 172 | Control Wheel (Worn) (Diameter: 1.75”, Length: 16.5”)",Title,Default Title,,,,,N6340E--0513127-5--LIBVE5,,,1,not stocked
0710103-7-cessna-172-overhead-corer-light-with-switch-1,0710103-7 | Cessna 172 | Overhead Corer Light With Switch,Title,Default Title,,,,,N6340E--0710103-7--5HC28S,,,1,not stocked
0543016-1-cessna-172-nose-gear-lower-fitting,0543016-1 | Cessna 172 | Nose Gear Lower Fitting,Title,Default Title,,,,,N6340E--0543016-1--KSOFKC,,,1,not stocked
0543018-1-cessna-172-nose-gear-fitting-cap,0543018-1 | Cessna 172 | Nose Gear Fitting (Cap),Title,Default Title,,,,,N6340E--0543018-1--ZXTEVO,,,1,not stocked
0713011-13-cessna-172-sun-visor-set-lh-rh-with-brackets-dent,0713011-13 | Cessna 172 | Sun-Visor Set LH & RH with brackets (Dent),Title,Default Title,,,,,N6340E--0713011-13--ELEZRW,,,0,not stocked
0511165-cessna-172-cargo-tie-down-eyebolt,0511165 | Cessna 172 | Cargo Tie Down Eyebolt,Title,Default Title,,,,,N6340E--0511165--5JG9O6,,,1,not stocked
0500104-53-cessna-172-arm-rest-rh,0500104-53 | Cessna 172 | Arm Rest RH,Title,Default Title,,,,,N6340E--0500104-53--FDUU0U,,,1,not stocked
0411419-cessna-172-elevator-tab-control-wheel-cover-assy,0411419 | Cessna 172 | Elevator Tab Control Wheel Cover Assy,Title,Default Title,,,,,N6340E--0411419--0FZYUK,,,1,not stocked
0510171-1-cessna-172-flap-handle-ratchet-has-spacer,0510171-1 | Cessna 172 | Flap Handle Ratchet has Spacer,Title,Default Title,,,,,N6340E--0510171-1--YXML0G,,,1,not stocked
0510166-6-cessna-172-flap-lever-assembly,0510166-6 | Cessna 172 | Flap Lever Assembly,Title,Default Title,,,,,N6340E--0510166-6--BBP2E2,,,1,not stocked
0700317-14-0700317-17-cessna-172-adapter-and-duct-assy-price-per-each,"0700317-14, 0700317-17 | Cessna 172 | Adapter And Duct Assy Price per each",Title,Default Title,,,,,"N6340E--0700317-14,-0700317-17--LGD4SP",,,2,not stocked
0541153-cessna-172-main-gear-u-bolt,0541153 | Cessna 172 | Main Gear U-Bolt,Title,Default Title,,,,,N6340E--0541153--FR0XCG,,,1,not stocked
